url,label,xml_id
https://openn.library.upenn.edu/Data/0001/ljs225/data/master/0204_0032.tif,Page 15 recto,fol15r
https://openn.library.upenn.edu/Data/0001/ljs225/data/master/0204_0033.tif,Page 15 verso,fol15v
https://openn.library.upenn.edu/Data/0001/ljs225/data/master/0204_0034.tif,Page 16 recto,fol16r
https://openn.library.upenn.edu/Data/0001/ljs225/data/master/0204_0035.tif,Page 16 verso,fol16v
https://openn.library.upenn.edu/Data/0001/ljs225/data/master/0204_0036.tif,Page 17 recto,fol17r
https://openn.library.upenn.edu/Data/0001/ljs225/data/master/0204_0037.tif,Page 17 verso,fol17v
https://openn.library.upenn.edu/Data/0001/ljs225/data/master/0204_0038.tif,Page 18 recto,fol18r
https://openn.library.upenn.edu/Data/0001/ljs225/data/master/0204_0039.tif,Page 18 verso,fol18v
https://openn.library.upenn.edu/Data/0001/ljs225/data/master/0204_0040.tif,Page 19 recto,fol19r
